Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,67.88999938964844,67.33999633789062,67.41999816894531,67.5999984741211,1047800.0,65.77774810791016
2018-01-03,69.48999786376953,67.5999984741211,67.62000274658203,69.31999969482422,1698900.0,67.45140075683594
2018-01-04,69.81999969482422,68.77999877929688,69.54000091552734,68.80000305175781,2230700.0,66.94541931152344
2018-01-05,70.0999984741211,68.7300033569336,68.7300033569336,69.9000015258789,1632500.0,68.01576232910156
2018-01-08,70.33000183105469,69.55000305175781,69.7300033569336,70.05000305175781,1613400.0,68.16171264648438
2018-01-09,72.33000183105469,70.16999816894531,70.68000030517578,71.7699966430664,2666100.0,69.83534240722656
2018-01-10,71.44999694824219,70.11000061035156,71.44999694824219,70.79000091552734,2957200.0,68.88178253173828
2018-01-11,71.18000030517578,70.30000305175781,70.91999816894531,70.80000305175781,1511100.0,68.89149475097656
2018-01-12,71.86000061035156,70.5,70.7300033569336,71.7300033569336,1448100.0,69.7964096069336
2018-01-16,72.47000122070312,71.05999755859375,72.0199966430664,71.2300033569336,1702700.0,69.3099136352539
2018-01-17,72.30999755859375,71.58999633789062,71.72000122070312,72.05999755859375,1824500.0,70.1175308227539
2018-01-18,72.5,71.66999816894531,72.19999694824219,72.19000244140625,1828300.0,70.2440414428711
2018-01-19,73.22000122070312,72.05999755859375,72.4800033569336,73.06999969482422,2266100.0,71.10031127929688
2018-01-22,73.55000305175781,72.5999984741211,73.16999816894531,73.4800033569336,1963700.0,71.49925994873047
2018-01-23,74.08000183105469,73.25,74.05000305175781,73.44000244140625,1213400.0,71.46034240722656
2018-01-24,73.86000061035156,73.05000305175781,73.66000366210938,73.58000183105469,1754300.0,71.5965576171875
2018-01-25,74.48999786376953,73.6500015258789,74.16999816894531,73.86000061035156,1664100.0,71.86902618408203
2018-01-26,74.83000183105469,73.58999633789062,74.30000305175781,74.81999969482422,2386900.0,72.80313873291016
2018-01-29,75.0,74.30000305175781,74.4800033569336,74.52999877929688,1321900.0,72.52095031738281
2018-01-30,74.08000183105469,72.93000030517578,73.98999786376953,72.98999786376953,1817000.0,71.02245330810547
2018-01-31,74.38999938964844,73.23999786376953,73.7699966430664,73.43000030517578,2032800.0,71.45060729980469
