Date,High,Low,Open,Close,Volume,Adj Close
2018-01-02,201.64999389648438,195.4199981689453,196.10000610351562,201.07000732421875,10966900,201.07000732421875
2018-01-03,206.2100067138672,201.5,202.0500030517578,205.0500030517578,8591400,205.0500030517578
2018-01-04,207.0500030517578,204.0,206.1999969482422,205.6300048828125,6029600,205.6300048828125
2018-01-05,210.02000427246094,205.58999633789062,207.25,209.99000549316406,7033200,209.99000549316406
2018-01-08,212.5,208.44000244140625,210.02000427246094,212.0500030517578,5580200,212.0500030517578
2018-01-09,212.97999572753906,208.58999633789062,212.11000061035156,209.30999755859375,6125900,209.30999755859375
2018-01-10,213.63999938964844,206.91000366210938,207.57000732421875,212.52000427246094,5951500,212.52000427246094
2018-01-11,217.75,213.35000610351562,214.2899932861328,217.24000549316406,7659500,217.24000549316406
2018-01-12,222.5500030517578,216.0,217.17999267578125,221.22999572753906,8199400,221.22999572753906
2018-01-16,226.07000732421875,217.1999969482422,224.24000549316406,221.52999877929688,13516100,221.52999877929688
2018-01-17,221.14999389648438,216.32000732421875,221.0,217.5,9123100,217.5
2018-01-18,220.5800018310547,216.5500030517578,220.33999633789062,220.3300018310547,8225300,220.3300018310547
2018-01-19,223.49000549316406,218.5,222.75,220.4600067138672,10548600,220.4600067138672
2018-01-22,227.7899932861328,221.1999969482422,222.0,227.5800018310547,17703300,227.5800018310547
2018-01-23,257.7099914550781,248.02000427246094,255.0500030517578,250.2899932861328,27705300,250.2899932861328
2018-01-24,261.7099914550781,249.30999755859375,250.8800048828125,261.29998779296875,17352400,261.29998779296875
2018-01-25,272.29998779296875,260.2300109863281,263.0,269.70001220703125,15336400,269.70001220703125
2018-01-26,274.6000061035156,268.760009765625,271.489990234375,274.6000061035156,11021800,274.6000061035156
2018-01-29,286.80999755859375,273.9200134277344,274.20001220703125,284.5899963378906,17529700,284.5899963378906
2018-01-30,282.7300109863281,272.70001220703125,277.0,278.79998779296875,12482900,278.79998779296875
2018-01-31,282.2900085449219,269.5799865722656,281.94000244140625,270.29998779296875,11695100,270.29998779296875
2018-02-01,271.95001220703125,263.3800048828125,266.4100036621094,265.07000732421875,9669000,265.07000732421875
2018-02-02,270.6199951171875,262.7099914550781,263.0,267.42999267578125,9123600,267.42999267578125
2018-02-05,267.8999938964844,250.02999877929688,262.0,254.25999450683594,11896100,254.25999450683594
2018-02-06,266.70001220703125,245.0,247.6999969482422,265.7200012207031,12595800,265.7200012207031
2018-02-07,272.45001220703125,264.3299865722656,266.5799865722656,264.55999755859375,8981500,264.55999755859375
2018-02-08,267.6199951171875,250.0,267.0799865722656,250.10000610351562,9306700,250.10000610351562
2018-02-09,255.8000030517578,236.11000061035156,253.85000610351562,249.47000122070312,16906900,249.47000122070312
2018-02-12,259.1499938964844,249.0,252.13999938964844,257.95001220703125,8534900,257.95001220703125
2018-02-13,261.4100036621094,254.6999969482422,257.2900085449219,258.2699890136719,6855200,258.2699890136719
2018-02-14,269.8800048828125,260.3299865722656,260.4700012207031,266.0,10972000,266.0
2018-02-15,280.5,267.6300048828125,270.0299987792969,280.2699890136719,10759700,280.2699890136719
2018-02-16,281.9599914550781,275.69000244140625,278.7300109863281,278.5199890136719,8312400,278.5199890136719
2018-02-20,285.80999755859375,276.6099853515625,277.739990234375,278.54998779296875,7769000,278.54998779296875
2018-02-21,286.6400146484375,280.010009765625,282.07000732421875,281.0400085449219,9371100,281.0400085449219
2018-02-22,284.5,274.45001220703125,283.8800048828125,278.1400146484375,8891500,278.1400146484375
2018-02-23,286.0,277.80999755859375,281.0,285.92999267578125,7301800,285.92999267578125
2018-02-26,295.6499938964844,287.010009765625,288.75,294.1600036621094,10268600,294.1600036621094
2018-02-27,297.3599853515625,290.5899963378906,294.7699890136719,290.6099853515625,9416500,290.6099853515625
2018-02-28,295.75,290.7799987792969,293.1000061035156,291.3800048828125,7653500,291.3800048828125
2018-03-01,295.25,283.8299865722656,292.75,290.3900146484375,11932100,290.3900146484375
2018-03-02,301.17999267578125,283.2300109863281,284.6499938964844,301.04998779296875,13345300,301.04998779296875
2018-03-05,316.9100036621094,297.6000061035156,302.8500061035156,315.0,18986100,315.0
2018-03-06,325.7900085449219,316.5,319.8800048828125,325.2200012207031,18525800,325.2200012207031
2018-03-07,323.739990234375,314.54998779296875,320.0,321.1600036621094,17132200,321.1600036621094
2018-03-08,322.9200134277344,314.1300048828125,322.20001220703125,317.0,11340100,317.0
2018-03-09,331.44000244140625,320.2300109863281,321.3299865722656,331.44000244140625,14500200,331.44000244140625
2018-03-12,333.9800109863281,318.6000061035156,333.55999755859375,321.29998779296875,20369200,321.29998779296875
2018-03-13,325.8399963378906,313.2799987792969,323.8699951171875,315.8800048828125,12917200,315.8800048828125
2018-03-14,323.8800048828125,317.70001220703125,318.1600036621094,321.54998779296875,10475100,321.54998779296875
2018-03-15,323.3999938964844,318.1400146484375,323.1700134277344,321.0899963378906,5642900,321.0899963378906
2018-03-16,324.1099853515625,318.3699951171875,321.4200134277344,318.45001220703125,7333700,318.45001220703125
2018-03-19,317.0,307.3399963378906,315.79998779296875,313.4800109863281,9925200,313.4800109863281
2018-03-20,319.5,312.79998779296875,313.260009765625,317.5,5991900,317.5
2018-03-21,319.3999938964844,314.510009765625,316.3500061035156,316.4800109863281,5263900,316.4800109863281
2018-03-22,314.1199951171875,305.6600036621094,313.07000732421875,306.70001220703125,8063300,306.70001220703125
2018-03-23,309.3699951171875,300.3599853515625,307.4100036621094,300.94000244140625,9529900,300.94000244140625
2018-03-26,321.0299987792969,302.0,309.3599853515625,320.3500061035156,11988300,320.3500061035156
2018-03-27,322.8999938964844,297.0,322.489990234375,300.69000244140625,12068600,300.69000244140625
2018-03-28,298.79998779296875,281.6099853515625,298.3900146484375,285.7699890136719,18972900,285.7699890136719
2018-03-29,295.3500061035156,275.8999938964844,287.0,295.3500061035156,19145500,295.3500061035156
2018-04-02,292.8699951171875,275.04998779296875,291.94000244140625,280.2900085449219,13405800,280.2900085449219
2018-04-03,291.25,278.010009765625,285.45001220703125,283.6700134277344,12694900,283.6700134277344
2018-04-04,290.30999755859375,271.2200012207031,273.6300048828125,288.94000244140625,12914000,288.94000244140625
2018-04-05,299.1600036621094,289.1099853515625,293.1499938964844,293.9700012207031,10655200,293.9700012207031
2018-04-06,298.8500061035156,285.6499938964844,289.1000061035156,288.8500061035156,11444800,288.8500061035156
2018-04-09,299.54998779296875,289.1199951171875,291.7699890136719,289.92999267578125,9853600,289.92999267578125
2018-04-10,298.95001220703125,291.69000244140625,297.67999267578125,298.07000732421875,10660500,298.07000732421875
2018-04-11,311.6400146484375,301.82000732421875,302.8800048828125,303.6700134277344,14877400,303.6700134277344
2018-04-12,311.1300048828125,306.75,309.7200012207031,309.25,10249400,309.25
2018-04-13,317.489990234375,308.2300109863281,317.2900085449219,311.6499938964844,12046600,311.6499938964844
2018-04-16,316.1000061035156,304.0,315.989990234375,307.7799987792969,20307900,307.7799987792969
2018-04-17,338.6199951171875,323.7699890136719,329.6600036621094,336.05999755859375,33866500,336.05999755859375
2018-04-18,338.82000732421875,331.1000061035156,336.29998779296875,334.5199890136719,11221100,334.5199890136719
2018-04-19,335.30999755859375,326.7699890136719,332.8800048828125,332.70001220703125,8438800,332.70001220703125
2018-04-20,336.510009765625,326.0,332.2200012207031,327.7699890136719,9158700,327.7699890136719
2018-04-23,331.2200012207031,317.0799865722656,329.1499938964844,318.69000244140625,8968000,318.69000244140625
2018-04-24,320.25,302.30999755859375,319.2200012207031,307.0199890136719,13893200,307.0199890136719
2018-04-25,309.9800109863281,292.6199951171875,306.3699951171875,305.760009765625,14919700,305.760009765625
2018-04-26,316.6300048828125,305.5799865722656,310.0,313.9800109863281,9266700,313.9800109863281
2018-04-27,317.45001220703125,306.5,316.25,311.760009765625,7074400,311.760009765625
2018-04-30,317.8800048828125,310.1199951171875,311.07000732421875,312.4599914550781,6088800,312.4599914550781
2018-05-01,313.4800109863281,306.69000244140625,310.3599853515625,313.29998779296875,6036600,313.29998779296875
2018-05-02,317.1000061035156,310.3999938964844,311.6499938964844,313.3599853515625,5697100,313.3599853515625
2018-05-03,312.5899963378906,305.7300109863281,312.5899963378906,311.69000244140625,6135800,311.69000244140625
2018-05-04,320.9800109863281,307.6700134277344,308.7099914550781,320.0899963378906,8209500,320.0899963378906
2018-05-07,329.0199890136719,319.3399963378906,321.989990234375,326.260009765625,7117800,326.260009765625
2018-05-08,327.3500061035156,323.04998779296875,325.8999938964844,326.8900146484375,4735700,326.8900146484375
2018-05-09,331.95001220703125,327.510009765625,328.7900085449219,330.29998779296875,5633400,330.29998779296875
2018-05-10,332.05999755859375,327.3399963378906,331.5,329.6000061035156,5302300,329.6000061035156
2018-05-11,331.260009765625,324.8699951171875,329.6499938964844,326.4599914550781,4589700,326.4599914550781
2018-05-14,330.5,327.0400085449219,327.25,328.5299987792969,4089800,328.5299987792969
2018-05-15,326.94000244140625,322.42999267578125,325.94000244140625,326.1300048828125,4746100,326.1300048828125
2018-05-16,329.7200012207031,325.1400146484375,326.2799987792969,328.19000244140625,3671700,328.19000244140625
2018-05-17,330.45001220703125,323.1700134277344,327.5299987792969,325.2200012207031,4935700,325.2200012207031
2018-05-18,326.4200134277344,322.79998779296875,324.8999938964844,324.17999267578125,3577700,324.17999267578125
2018-05-21,331.8800048828125,325.45001220703125,327.1099853515625,331.82000732421875,6657300,331.82000732421875
2018-05-22,336.6300048828125,331.1499938964844,334.04998779296875,331.6199951171875,5964400,331.6199951171875
2018-05-23,345.0,328.0899963378906,329.0400085449219,344.7200012207031,10049100,344.7200012207031
2018-05-24,354.0,341.1199951171875,344.3399963378906,349.2900085449219,14758600,349.2900085449219
2018-05-25,354.3599853515625,348.8299865722656,349.8999938964844,351.2900085449219,7817400,351.2900085449219
2018-05-29,356.1000061035156,346.7099914550781,351.5,349.7300109863281,9717900,349.7300109863281
2018-05-30,354.0,349.260009765625,352.3699951171875,353.5400085449219,5685500,353.5400085449219
2018-05-31,355.5299987792969,350.2099914550781,353.79998779296875,351.6000061035156,6921700,351.6000061035156
2018-06-01,359.989990234375,352.82000732421875,353.8800048828125,359.92999267578125,7112300,359.92999267578125
