Date,High,Low,Open,Close,Volume,Adj Close
2019-05-09,124000.0,119000.0,122500.0,119000.0,799208.0,118582.21875
2019-05-10,123000.0,120000.0,120500.0,122500.0,474352.0,122069.9296875
2019-05-13,124000.0,121500.0,121500.0,122500.0,343827.0,122069.9296875
2019-05-14,123500.0,119500.0,121000.0,122000.0,532037.0,121571.6796875
2019-05-15,123000.0,120000.0,121500.0,120000.0,460936.0,119578.7109375
2019-05-16,121000.0,118000.0,120500.0,119000.0,484468.0,118582.21875
2019-05-17,123500.0,118500.0,120000.0,121000.0,439545.0,120575.1953125
2019-05-20,121500.0,118000.0,121500.0,118500.0,449916.0,118083.96875
2019-05-21,119500.0,113500.0,117500.0,114500.0,603105.0,114098.015625
2019-05-22,115000.0,111000.0,115000.0,113000.0,567069.0,112603.28125
2019-05-23,114000.0,110000.0,112500.0,113000.0,545497.0,112603.28125
2019-05-24,115000.0,112500.0,113000.0,113500.0,408081.0,113101.53125
2019-05-27,113000.0,109500.0,112500.0,110500.0,369902.0,110112.0546875
2019-05-28,112500.0,108500.0,109500.0,108500.0,1490526.0,108119.078125
2019-05-29,111000.0,108500.0,109000.0,109500.0,515196.0,109115.5703125
2019-05-30,114000.0,109500.0,110000.0,112000.0,378379.0,111606.7890625
2019-05-31,112500.0,110000.0,111500.0,111500.0,310649.0,111108.546875
2019-06-03,115000.0,112000.0,113000.0,115000.0,391824.0,114596.2578125
2019-06-04,114500.0,110500.0,114000.0,111000.0,531826.0,110610.3046875
2019-06-05,112500.0,109500.0,112000.0,110500.0,471689.0,110112.0546875
2019-06-07,112000.0,110000.0,110000.0,111000.0,386800.0,110610.3046875
2019-06-10,114500.0,111000.0,111500.0,114000.0,464590.0,113599.7734375
2019-06-11,114500.0,112500.0,114000.0,113000.0,423258.0,112603.28125
2019-06-12,114500.0,112000.0,112000.0,114000.0,354664.0,113599.7734375
2019-06-13,115500.0,112000.0,114500.0,113000.0,551067.0,112603.28125
2019-06-14,113000.0,110500.0,112000.0,111500.0,553083.0,111108.546875
